"exportador";"cnpj_do_exportador";"porte_do_exportador";"descricao_da_operacao";"uf";"pais_destino_das_exportacoes";"numero_da_operacao";"data_da_contratacao";"valor_da_operacao_em_um";"valor_desembolsado_em_um";"moeda_sigla";"fonte_de_recursos_desembolsos";"custo_financeiro";"juros";"prazo_total_meses";"setor_subsetor_de_atividade";"area_operacional";"modalidade_de_apoio";"forma_de_apoio";"produto";"modalidade_operacional";"mutuario";"categoria";"situacao_da_operacao";"tipo_de_garantia"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-09-28";"652625,67";"652625,67";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,6028";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-09-28";"1192178,1";"1192178,1";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,6028";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-09-28";"1304627,26";"1304627,26";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,6028";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-09-28";"69039,72";"69039,72";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,6028";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-09-28";"1743615,54";"1743615,54";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,33";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-09-29";"146626,02";"146626,02";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,3157";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA OAS S/A";"14.310.577/0001-04";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA AS OBRAS DE CONSTRUÇÃO DO SEGUNDO AQUEDUTO PARA O INTERIOR DO CHACO, NA PROVÍNCIA DEL CHACO, NA REPÚBLICA ARGENTINA";"SP";"ARGENTINA";2443603;"2011-10-05";"165022672,0";"118022993,87";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,83";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2011-10-27";"14490560,38";"14490560,38";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,786";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-10-27";"755982,57";"755982,57";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,5103";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-10-27";"2232082,11";"2232082,11";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"5,287";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-10-27";"6492215,94";"6492215,94";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,207";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-10-27";"1612419,13";"1612419,13";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,6028";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-10-27";"1994127,02";"1994127,02";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,114";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-11-08";"796328,84";"796328,84";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,099";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-11-08";"907168,82";"907168,82";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,6028";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-11-08";"3094334,79";"3094334,79";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,207";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONTRACTA ENGENHARIA LTDA";"03.843.322/0001-90";"MÉDIA";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A  CONSTRUCAO DE UM HANGAR PARA ABRIGAR AVIOES";"SP";"GANA";2472001;"2011-11-17";"13644200,0";"13644200,0";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,53";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA DESTINADOS ·A AMPLIAÇÃO DA CAPACIDADE DE TRANSPORTE DA REDE DE GASODUTOS TRONCAIS DE TGS E TGN, NA ARGENTINA.";"RJ";"ARGENTINA";1458347;"2011-11-25";"2403563,53";"2403563,53";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,8548";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2011-11-25";"2672829,22";"2672829,22";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,777";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA EXPANSÃO DA CAPACIDADE DE TRANSPORTE DE GÁS NATURAL DAS MALHAS DOS GASODUTOS OPERADOS POR TGS E TGN, A SER IMPLEMENTADO PELA DISTRIBUIDORA CAMMESA.";"RJ";"ARGENTINA";1505637;"2011-11-25";"26227097,98";"26227097,98";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,8548";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-11-25";"6937005,18";"6937005,18";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,777";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-11-25";"5550780,89";"5550780,89";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,7718";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-12-08";"1293504,29";"1293504,29";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,841";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA QUEIROZ GALVAO S/A";"33.412.792/0001-60";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A 2ª ETAPA DA CONSTRUÇÃO DA AUTO-ESTRADA PERIFERICA DE LUANDA FASE 1 C CACUACO VIANA (3ª LINHA DE CRÉDITO)";"RJ";"ANGOLA              ";2817131;"2011-12-20";"21175115,79";"21175115,79";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,2586";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA QUEIROZ GALVAO S/A";"33.412.792/0001-60";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA CONSTRUCAO DA VIA EXPRESSA LUANDA/KIFANDONGO - PACOTE 2 - ETAPA 2, 3ª TRANCHE DE FINANCIAMENTO";"RJ";"ANGOLA              ";2817132;"2011-12-20";"15169367,350000001";"15169367,329999998";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,2586";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA QUEIROZ GALVAO S/A";"33.412.792/0001-60";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A 2ª ETAPA DA CONSTRUÇÃO DA AUTO-ESTRADA PERIFERICA DE LUANDA FASE 1 C CACUACO VIANA (4ª LINHA DE CRÉDITO)";"RJ";"ANGOLA              ";3397749;"2011-12-20";"21175115,79";"21175115,79";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,2586";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA QUEIROZ GALVAO S/A";"33.412.792/0001-60";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS PARA A SEGUNDA ETAPA DE CONSTRUCAO DA VIA EXPRESSA LUANDA/KIFANGONDO - PACOTE 2. (4A. TRANCHE  DE FINANCIAMENTO)";"RJ";"ANGOLA              ";3551324;"2011-12-20";"15169367,0";"15169363,27";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,26";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-12-23";"323640,01";"323640,01";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,6835";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-12-23";"558077,42";"558077,42";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"4,5785";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-12-23";"886715,5";"886715,5";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,815";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-12-23";"2423587,76";"2423587,76";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,8548";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA AO NOVO PROJETO DE AMPLIACAO DO GASODUTO SAN MARTIN, EM OPERACAO PELA CONCESSIONARIA TGS.";"RJ";"ARGENTINA";2261814;"2011-12-23";"1930383,74";"1930383,74";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,7718";120;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-12-27";"4156201,62";"4156201,62";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,7946";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
"CONSTRUTORA NORBERTO ODEBRECHT SA";"15.102.288/0001-82";"GRANDE";"EXPORTAÇÃO DE BENS E SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DA PLANTA DE TRATAMENTO  E DO SISTEMA DE DISTRIBUIÇÃO DE ÁGUA DE PARANÁ DE LAS PALMAS, NA REPÚBLICA DA ARGENTINA.";"RJ";"ARGENTINA";1554546;"2011-12-27";"8584752,98";"8584752,98";"US$ COMPRA               ";"RECURSOS LIVRES - FAT CAMBIAL";"TAXA FIXA EM US$";"3,7935";144;"COMERCIO E SERVICOS/CONSTRUÇÃO";"Área de Comércio Exterior";"REEMBOLSÁVEL";"DIRETA";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens e serviços para obras no exterior";"LIQUIDADA";"SEGURO DE CRÉDITO / FGE"
